id,title,external_id,overview,vote_average,poster_path
108,The Croods: A New Age,529203,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",7,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg
114,Coco,354912,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",8,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg
30,After We Fell,744275,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",8,/3WfvjNWr5k1Zzww81b3GWc8KQhb.jpg
36,Ainbo: Spirit of the Amazon,588921,"An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",7,/l8HyObVj8fPrzacAPtGWWLDhcfh.jpg
37,Sweet Girl,619297,"A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left, his daughter.",6,/cP7odDzzFBD9ycxj2laTeFWGLjD.jpg
42,No One Gets Out Alive,740925,An immigrant in search of the American dream is forced to take a room in a boarding house and soon finds herself in a nightmare from which she can't escape.,6,/bZUostLcCZYgcuBuAjmuSkBggiQ.jpg
49,Wrath of Man,637649,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",7,/M7SUK85sKjaStg4TKhlAVyGlz3.jpg
52,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,843906,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",8,/uIdMpWrQ30SHPINsy7LcPFloyvO.jpg
56,Swim,861057,"A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",5,/pBSqH6avxduNAnXhyIkcAfcUMJ0.jpg
65,Long Story Short,763532,"Teddy wakes up the morning after his wedding to discover that he's jumped forward a year in his life to his first anniversary. Trapped in an endless cycle of time jumps, transported another year ahead every few minutes, he is faced with a race against time as his life crumbles around him.",7,/oAJ95mBgB0yAKCS5a3Tw5UxjLEp.jpg
68,The Conjuring: The Devil Made Me Do It,423108,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",7,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg
73,Monster Pets: A Hotel Transylvania Short,813258,Drac tries out some new monster pets to help occupy Tinkles for playtime.,7,/tuzkEyCPwf5O56fDjGNerIA8hxT.jpg
77,The Kids Are Alright: Destination Asturias,800823,"When Ricardo, a responsible father, decides to personally take his son to a camp in Asturias, other parents propose that he should also take care of their children. When the train is about to leave, Felipe, a flamboyant individual and grandfather of two of the children, shows up at the station.",4,/xxK9GyYqEN8224PxSdkOKYbLPZX.jpg
83,The Last Mercenary,729720,"A mysterious former secret service agent must urgently return to France when his estranged son  is falsely accused of arms and drug trafficking by the government, following a blunder by an overzealous bureaucrat and a mafia operation.",6,/ttpKJ7XQxDZV252KNEHXtykYT41.jpg
86,My Hero Academia: Heroes Rising,592350,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",8,/zGVbrulkupqpbwgiNedkJPyQum4.jpg
95,Beckett,597433,"While vacationing in Greece, Beckett, becomes the target of a manhunt after a devastating car accident forces him to run for his life across the country to clear his name but tensions escalate as the authorities close in and political unrest mounts which makes Beckett fall even deeper into a dangerous web of conspiracy.",6,/fBJducGBcmrcIOQdhm4BUBNDiMu.jpg
99,The Marco Effect,659940,"When 14-year-old Marco, a homeless Romani boy, is arrested at the Danish border for possession of a missing public servant's passport, police inspector Carl Mørck and his Department Q team are tasked with finding the connection. The old case contains several suspicious elements: The public servant was accused of pedophilia shortly before he disappeared, and his case was closed unusually quickly. But the silent, traumatized Marco refuses to talk to them and it's not long before he's on the run from those who intend to kill him because of what he knows.",6,/fZNugFFV3xCNVR2Br4xGgfJil0Q.jpg
103,Spider-Man: No Way Home,634649,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a Super Hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",0,/5RjyUm9HP2ZRwvqCqK9sDqlQHxa.jpg
106,Sounds Like Love,776909,"Fashion assistant Maca has just about got her life together after a devastating breakup, when Leo, the man who broke her heart returns. Seeking support from best friends, Adriana and Jime, all three will learn love can be complicated.",6,/tYUdh9HsTHLd2GJUtAyKg3InlXs.jpg
115,Sinkhole,623135,"The average citizen Dong-won and his family move into a house bought after years of hard work. Filled with happiness, he invites his colleagues for a housewarming party, but the heavy rain during the night before creates a gigantic sinkhole, and in a mere minute, it swallows up the whole house and the people inside. Hundreds of meters down the hole, Dong-won, his neighbor Man-su, and the unfortunate guests must find their way out. Rain starts to pour down, filling the sinkhole with water, and they’re running out of time.",6,/6OeYtRtLrfZpsXnZkXJKAJ8KD83.jpg
117,Crank: High Voltage,15092,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,6,/tzTC4EEvF0OPL63frEiogxL2T8M.jpg
120,Venom,7182,"A group of teenagers fear for their lives in the swamps of Louisiana, chased by Mr. Jangles, a man possessed by 13 evil souls, and now relentless in his pursuit of new victims.",5,/hCMTpv1I9KK90ApxXDyaf8SwJcf.jpg
110,Candyman,565028,"Anthony and his partner move into a loft in the now gentrified Cabrini-Green, and after a chance encounter with an old-timer exposes Anthony to the true story behind Candyman, he unknowingly opens a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence.",6,/dqoshZPLNsXlC1qtz5n34raUyrE.jpg
112,Hancock,8960,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",6,/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg
124,Trigger Point,809314,Nicolas Shaw is a retired U.S. special operative who becomes part of an elite 'invisible' team that quietly takes out the worst villains around the world.,6,/qlXenN6jjgbsIyEJxBjkfkEU0q8.jpg
129,Spirit Untamed,637693,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,7,/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg
134,The Loud House Movie,410113,The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.,8,/mab5wPeGVjbMyYMzyzfdKKnG9cl.jpg
138,Harry Potter and the Goblet of Fire,674,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",7,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg
141,Harry Potter and the Philosopher's Stone,671,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",7,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg
149,Vacation Friends,653349,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",7,/uTgZuqUQbaCB6Wfk03N8IUEuzQf.jpg
154,Spider-Man: Far From Home,429617,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",7,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg
159,Spider-Man: Homecoming,315635,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",7,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg
163,The Exorcism of Carmen Farias,675024,"Carmen, a brave journalist, discovers soon after her mother's death that she has inherited her grandma's house. She decides to move there without knowing it hides dark secrets.",6,/uoTPjx07dxTrC1g3dYeaS2WNVGL.jpg
175,Roald Dahl's The Witches,531219,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",6,/b1C0FuXp4wiPmHLVKq4kwtDMgK6.jpg
